n_nodes,n_edges,model,seed,elapsed,nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid
4,4,Random,8289,0.0002281665802001953,4.0,0.75,0.25,1.5,0.25,0.25,0.25,5.0,8.0
4,4,Random,5978,0.0002143383026123047,4.0,0.75,0.25,1.5,0.25,0.25,0.25,3.0,11.0
4,4,Random,5511,0.00021696090698242188,4.0,1.0,0.0,2.0,0.0,0.0,,5.0,11.0
4,4,Random,5864,0.000194549560546875,4.0,0.75,0.25,1.5,0.25,0.25,0.25,4.0,9.0
4,4,Random,606,0.0002167224884033203,4.0,0.75,0.25,1.5,0.25,0.25,0.25,5.0,10.0
4,4,Random,1933,0.0002193450927734375,4.0,0.5,0.5,1.0,0.5,0.5,0.5,3.0,5.0
4,4,Random,6071,0.00022125244140625,4.0,0.25,0.75,0.5,0.75,0.75,0.75,1.0,5.0
4,4,Random,5504,0.00022530555725097656,4.0,0.75,0.25,1.5,0.25,0.25,0.25,4.0,9.0
4,4,Random,5163,0.00021696090698242188,4.0,0.5,0.5,1.0,0.5,0.5,0.5,3.0,5.0
4,4,Random,2406,0.00021839141845703125,4.0,0.75,0.25,1.5,0.25,0.25,0.25,4.0,10.0
4,4,Random,304,0.00021576881408691406,4.0,1.0,0.0,2.0,0.0,0.0,,5.0,11.0
4,4,Random,3391,0.0002148151397705078,4.0,0.25,0.75,0.5,0.75,0.75,0.75,2.0,1.0
4,4,Random,359,0.0002231597900390625,4.0,0.75,0.25,1.5,0.25,0.25,0.25,4.0,9.0
4,4,Random,9096,0.00023603439331054688,4.0,1.0,0.0,2.0,0.0,0.0,,6.0,11.0
4,4,Random,3533,0.00023174285888671875,4.0,0.75,0.25,1.5,0.25,0.25,0.25,4.0,10.0
4,4,Random,4125,0.00022721290588378906,4.0,0.5,0.5,1.0,0.5,0.5,0.5,3.0,8.0
4,4,Random,3094,0.00022792816162109375,4.0,0.75,0.25,1.5,0.25,0.25,0.25,5.0,9.0
4,4,Random,6398,0.0002205371856689453,4.0,0.25,0.75,0.5,0.75,0.75,0.75,2.0,1.0
4,4,MPC,7816,0.0037543773651123047,2.0,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,7.0
4,4,MPC,3578,0.0048067569732666016,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,2656,0.004481792449951172,3.0,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,4.0
4,4,MPC,2688,0.004486560821533203,0.0,0.0,0.0,0.0,,0.0,,4.0,7.0
4,4,MPC,2494,0.005018949508666992,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,183,0.00483393669128418,0.0,0.0,0.0,0.0,,0.0,,4.0,7.0
4,4,MPC,7977,0.004333972930908203,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,3199,0.0043027400970458984,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,316,0.0027551651000976562,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,8266,0.0044438838958740234,2.0,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,3.0
4,4,MPC,1532,0.005042076110839844,0.0,0.0,0.0,0.0,,0.0,,4.0,7.0
4,4,MPC,1009,0.0027921199798583984,0.0,0.0,0.0,0.0,,0.0,,4.0,5.0
4,4,MPC,2250,0.002771139144897461,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,4447,0.0039038658142089844,2.0,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,4.0
4,4,MPC,2415,0.0029344558715820312,0.0,0.0,0.0,0.0,,0.0,,4.0,7.0
4,4,MPC,3595,0.004805088043212891,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,4187,0.0036661624908447266,2.0,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,3.0
4,4,MPC,4135,0.003831148147583008,0.0,0.0,0.0,0.0,,0.0,,4.0,5.0
4,4,MPC,5174,0.0026895999908447266,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,5303,0.004760026931762695,0.0,0.0,0.0,0.0,,0.0,,4.0,7.0
4,4,MPC,3942,0.00443267822265625,2.0,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,8.0
4,4,MPC,2778,0.005148649215698242,0.0,0.0,0.0,0.0,,0.0,,4.0,9.0
4,4,MPC,2804,0.004418611526489258,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,2145,0.00442051887512207,0.0,0.0,0.0,0.0,,0.0,,4.0,7.0
4,4,MPC,150,0.00435638427734375,2.0,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,8.0
4,4,MPC,8823,0.004590272903442383,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,4669,0.0038347244262695312,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,6131,0.004796743392944336,0.0,0.0,0.0,0.0,,0.0,,4.0,6.0
4,4,MPC,2617,0.0045506954193115234,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,7166,0.002706289291381836,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,1428,0.0047779083251953125,0.0,0.0,0.0,0.0,,0.0,,4.0,7.0
4,4,MPC,8328,0.004275321960449219,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,8289,0.0027265548706054688,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,5978,0.004793643951416016,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,5511,0.004730701446533203,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
4,4,MPC,5864,0.004500389099121094,2.0,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,5.0
4,4,MPC,606,0.0038673877716064453,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,1933,0.0045893192291259766,0.0,0.0,0.0,0.0,,0.0,,4.0,9.0
4,4,MPC,6071,0.002794981002807617,0.0,0.0,0.0,0.0,,0.0,,4.0,9.0
4,4,MPC,5504,0.004007577896118164,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,5163,0.004641532897949219,4.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,6.0
4,4,MPC,2406,0.004816293716430664,0.0,0.0,0.0,0.0,,0.0,,4.0,9.0
4,4,MPC,304,0.0047168731689453125,0.0,0.0,0.0,0.0,,0.0,,4.0,6.0
4,4,MPC,3391,0.004269838333129883,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,359,0.004777431488037109,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,9096,0.0038156509399414062,2.0,1.0,0.0,1.0,0.0,0.0,,4.0,11.0
4,4,MPC,3533,0.004269123077392578,0.0,0.0,0.0,0.0,,0.0,,4.0,7.0
4,4,MPC,4125,0.0047991275787353516,0.0,0.0,0.0,0.0,,0.0,,4.0,9.0
4,4,MPC,3094,0.004302263259887695,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,MPC,6398,0.004069089889526367,0.0,0.0,0.0,0.0,,0.0,,4.0,8.0
4,4,NOTEARS-MLP,7816,6.140814781188965,1.0,1.0,0.0,0.5,0.0,0.0,,4.0,11.0
4,4,NOTEARS-MLP,3578,6.914571046829224,1.0,0.0,0.25,0.0,1.0,0.25,0.4,3.0,5.0
4,4,NOTEARS-MLP,2656,8.649298667907715,3.0,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,4.0
4,4,NOTEARS-MLP,2688,8.958613157272339,4.0,1.0,0.0,2.0,0.0,0.0,,4.0,12.0
4,4,NOTEARS-MLP,2494,7.0036866664886475,4.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,9.0
4,4,NOTEARS-MLP,183,7.241040229797363,4.0,0.25,0.75,0.5,0.75,0.75,0.75,1.0,2.0
4,4,NOTEARS-MLP,7977,2.8113667964935303,1.0,1.0,0.0,0.5,0.0,0.0,,4.0,11.0
4,4,NOTEARS-MLP,3199,7.43225884437561,3.0,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,6.0
4,4,NOTEARS-MLP,316,9.939582109451294,3.0,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,8.0
4,4,NOTEARS-MLP,8266,6.309453010559082,3.0,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,6.0
4,4,NOTEARS-MLP,1532,7.265490531921387,2.0,1.0,0.0,1.0,0.0,0.0,,4.0,12.0
4,4,NOTEARS-MLP,1009,6.399723768234253,2.0,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,6.0
4,4,NOTEARS-MLP,2250,2.7648696899414062,1.0,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0
4,4,NOTEARS-MLP,4447,5.917303562164307,3.0,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,3.0
4,4,NOTEARS-MLP,2415,3.7062151432037354,1.0,0.0,0.25,0.0,1.0,0.25,0.4,3.0,6.0
4,4,NOTEARS-MLP,3595,8.166134119033813,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
4,4,NOTEARS-MLP,4187,2.3701059818267822,1.0,0.0,0.25,0.0,1.0,0.25,0.4,3.0,5.0
4,4,NOTEARS-MLP,4135,5.558799982070923,3.0,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,1.0
4,4,NOTEARS-MLP,5174,6.129285097122192,3.0,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,3.0
4,4,NOTEARS-MLP,5303,8.811361074447632,4.0,0.25,0.75,0.5,0.75,0.75,0.75,1.0,2.0
4,4,NOTEARS-MLP,3942,5.5901570320129395,3.0,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,5.0
4,4,NOTEARS-MLP,2778,8.699388027191162,3.0,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,2.0
4,4,NOTEARS-MLP,2804,3.0757758617401123,2.0,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,5.0
4,4,NOTEARS-MLP,2145,5.258172035217285,3.0,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,5.0
4,4,NOTEARS-MLP,150,6.080787897109985,3.0,1.0,0.0,1.5,0.0,0.0,,4.0,12.0
4,4,NOTEARS-MLP,8823,6.0658934116363525,2.0,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,6.0
4,4,NOTEARS-MLP,4669,5.11266565322876,3.0,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,8.0
4,4,NOTEARS-MLP,6131,4.923725128173828,3.0,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,1.0
4,4,NOTEARS-MLP,2617,5.48678183555603,3.0,1.0,0.0,1.5,0.0,0.0,,4.0,12.0
4,4,NOTEARS-MLP,7166,4.121397972106934,1.0,1.0,0.0,0.5,0.0,0.0,,4.0,9.0
4,4,NOTEARS-MLP,1428,8.194746971130371,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
4,4,NOTEARS-MLP,8328,9.093557596206665,3.0,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,9.0
4,4,NOTEARS-MLP,8289,2.5121536254882812,2.0,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,8.0
4,4,NOTEARS-MLP,5978,8.328409910202026,3.0,0.3333,0.5,0.5,0.6667,0.5,0.5714,3.0,7.0
4,4,NOTEARS-MLP,5511,6.578866481781006,3.0,1.0,0.0,1.5,0.0,0.0,,4.0,9.0
4,4,NOTEARS-MLP,5864,4.542586088180542,2.0,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,5.0
4,4,NOTEARS-MLP,606,5.816162347793579,3.0,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,8.0
4,4,NOTEARS-MLP,1933,3.8446998596191406,2.0,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,6.0
4,4,NOTEARS-MLP,6071,5.654949903488159,2.0,1.0,0.0,1.0,0.0,0.0,,4.0,11.0
4,4,NOTEARS-MLP,5504,4.745416164398193,3.0,1.0,0.0,1.5,0.0,0.0,,4.0,12.0
4,4,NOTEARS-MLP,5163,3.181225061416626,3.0,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,2.0
4,4,NOTEARS-MLP,2406,4.545549154281616,2.0,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,7.0
4,4,NOTEARS-MLP,304,2.3353545665740967,2.0,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,3.0
4,4,NOTEARS-MLP,3391,5.288631200790405,3.0,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,6.0
4,4,NOTEARS-MLP,359,5.200496673583984,2.0,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,8.0
4,4,NOTEARS-MLP,9096,10.019058465957642,4.0,0.25,0.75,0.5,0.75,0.75,0.75,1.0,3.0
4,4,NOTEARS-MLP,3533,9.455104112625122,3.0,1.0,0.0,1.5,0.0,0.0,,4.0,12.0
4,4,NOTEARS-MLP,4125,6.688763618469238,3.0,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,9.0
4,4,NOTEARS-MLP,3094,3.35316801071167,1.0,1.0,0.0,0.5,0.0,0.0,,4.0,11.0
4,4,NOTEARS-MLP,6398,3.591278553009033,2.0,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,6.0
4,4,ABAPC (Ours),7816,0.3827354907989502,4.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,10.0
4,4,ABAPC (Ours),3578,0.35771727561950684,4.0,0.75,0.25,1.5,0.25,0.25,0.25,3.0,8.0
4,4,ABAPC (Ours),2656,0.31295037269592285,3.0,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,4.0
4,4,ABAPC (Ours),2688,0.312699556350708,3.0,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,9.0
4,4,ABAPC (Ours),2494,0.3214893341064453,4.0,0.25,0.75,0.5,0.75,0.75,0.75,1.0,3.0
4,4,ABAPC (Ours),183,0.3142049312591553,4.0,1.0,0.0,2.0,0.0,0.0,,4.0,12.0
4,4,ABAPC (Ours),7977,0.412639856338501,4.0,0.75,0.25,1.5,0.25,0.25,0.25,3.0,10.0
4,4,ABAPC (Ours),3199,0.3070716857910156,3.0,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,4.0
4,4,ABAPC (Ours),316,0.30524682998657227,2.0,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,5.0
4,4,ABAPC (Ours),8266,0.44867777824401855,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
4,4,ABAPC (Ours),1532,0.39905452728271484,4.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,6.0
4,4,ABAPC (Ours),1009,0.39266538619995117,2.0,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,6.0
4,4,ABAPC (Ours),2250,0.30973291397094727,2.0,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,8.0
4,4,ABAPC (Ours),4447,0.3281071186065674,3.0,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,7.0
4,4,ABAPC (Ours),2415,0.313873291015625,2.0,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,5.0
4,4,ABAPC (Ours),3595,0.3148996829986572,4.0,0.25,0.75,0.5,0.75,0.75,0.75,1.0,6.0
4,4,ABAPC (Ours),4187,0.3639199733734131,3.0,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,2.0
4,4,ABAPC (Ours),4135,0.3509488105773926,3.0,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,5.0
4,4,ABAPC (Ours),5174,0.3099045753479004,3.0,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,9.0
4,4,ABAPC (Ours),5303,0.31626105308532715,4.0,0.25,0.75,0.5,0.75,0.75,0.75,1.0,2.0
4,4,ABAPC (Ours),3942,0.37274599075317383,4.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,7.0
4,4,ABAPC (Ours),2778,0.35943603515625,4.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,6.0
4,4,ABAPC (Ours),2804,0.3632946014404297,4.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,7.0
4,4,ABAPC (Ours),2145,0.329237699508667,3.0,1.0,0.0,1.5,0.0,0.0,,4.0,12.0
4,4,ABAPC (Ours),150,0.366624116897583,4.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,7.0
4,4,ABAPC (Ours),8823,0.39417076110839844,4.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
4,4,ABAPC (Ours),4669,0.40677309036254883,3.0,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,1.0
4,4,ABAPC (Ours),6131,0.41265153884887695,4.0,0.75,0.25,1.5,0.25,0.25,0.25,3.0,11.0
4,4,ABAPC (Ours),2617,0.3711585998535156,4.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,7.0
4,4,ABAPC (Ours),7166,0.33409738540649414,2.0,0.0,0.5,0.0,1.0,0.5,0.6667,2.0,4.0
4,4,ABAPC (Ours),1428,0.3237764835357666,4.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,6.0
4,4,ABAPC (Ours),8328,0.315967321395874,3.0,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,9.0
4,4,ABAPC (Ours),8289,0.3116159439086914,2.0,0.5,0.25,0.5,0.5,0.25,0.3333,3.0,8.0
4,4,ABAPC (Ours),5978,0.3542659282684326,4.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,6.0
4,4,ABAPC (Ours),5511,0.3445162773132324,4.0,0.25,0.75,0.5,0.75,0.75,0.75,1.0,3.0
4,4,ABAPC (Ours),5864,0.37084031105041504,4.0,0.25,0.75,0.5,0.75,0.75,0.75,1.0,5.0
4,4,ABAPC (Ours),606,0.4051482677459717,3.0,0.0,0.75,0.0,1.0,0.75,0.8571,1.0,3.0
4,4,ABAPC (Ours),1933,0.4290761947631836,4.0,1.0,0.0,2.0,0.0,0.0,,4.0,12.0
4,4,ABAPC (Ours),6071,0.395796537399292,2.0,1.0,0.0,1.0,0.0,0.0,,4.0,11.0
4,4,ABAPC (Ours),5504,0.43130922317504883,3.0,0.3333,0.5,0.5,0.6667,0.5,0.5714,2.0,7.0
4,4,ABAPC (Ours),5163,0.4496643543243408,4.0,0.25,0.75,0.5,0.75,0.75,0.75,1.0,4.0
4,4,ABAPC (Ours),2406,0.5087988376617432,4.0,0.75,0.25,1.5,0.25,0.25,0.25,3.0,10.0
4,4,ABAPC (Ours),304,0.38495731353759766,5.0,0.2,1.0,0.5,0.8,1.0,0.8889,1.0,0.0
4,4,ABAPC (Ours),3391,0.3021378517150879,3.0,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,8.0
4,4,ABAPC (Ours),359,0.37404441833496094,4.0,0.5,0.5,1.0,0.5,0.5,0.5,2.0,7.0
4,4,ABAPC (Ours),9096,0.310213565826416,3.0,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,8.0
4,4,ABAPC (Ours),3533,0.31426405906677246,3.0,0.6667,0.25,1.0,0.3333,0.25,0.2857,3.0,11.0
4,4,ABAPC (Ours),4125,0.36210036277770996,4.0,0.75,0.25,1.5,0.25,0.25,0.25,3.0,8.0
4,4,ABAPC (Ours),3094,0.500514030456543,4.0,0.75,0.25,1.5,0.25,0.25,0.25,3.0,10.0
4,4,ABAPC (Ours),6398,0.3561837673187256,4.0,0.5,0.5,1.0,0.5,0.5,0.5,3.0,6.0
5,5,Random,7816,0.0002238750457763672,5.0,0.6,0.4,0.6,0.4,0.4,0.4,6.0,5.0
5,5,Random,3578,0.0002357959747314453,5.0,0.6,0.4,0.6,0.4,0.4,0.4,5.0,9.0
5,5,Random,2656,0.0002338886260986328,5.0,0.6,0.4,0.6,0.4,0.4,0.4,5.0,10.0
5,5,Random,2688,0.000217437744140625,5.0,0.8,0.2,0.8,0.2,0.2,0.2,7.0,14.0
5,5,Random,2494,0.0002079010009765625,5.0,1.0,0.0,1.0,0.0,0.0,,8.0,20.0
5,5,Random,183,0.0002346038818359375,5.0,0.8,0.2,0.8,0.2,0.2,0.2,7.0,15.0
5,5,Random,7977,0.0002238750457763672,5.0,0.8,0.2,0.8,0.2,0.2,0.2,8.0,9.0
5,5,Random,3199,0.00023412704467773438,5.0,1.0,0.0,1.0,0.0,0.0,,7.0,17.0
5,5,Random,316,0.0002384185791015625,5.0,0.8,0.2,0.8,0.2,0.2,0.2,6.0,13.0
5,5,Random,8266,0.00024008750915527344,5.0,0.8,0.2,0.8,0.2,0.2,0.2,7.0,9.0
5,5,Random,1532,0.00022554397583007812,5.0,0.6,0.4,0.6,0.4,0.4,0.4,5.0,9.0
5,5,Random,1009,0.00020956993103027344,5.0,0.8,0.2,0.8,0.2,0.2,0.2,7.0,12.0
5,5,Random,2250,0.00023484230041503906,5.0,0.6,0.4,0.6,0.4,0.4,0.4,6.0,4.0
5,5,Random,4447,0.0002231597900390625,5.0,0.8,0.2,0.8,0.2,0.2,0.2,7.0,14.0
5,5,Random,2415,0.0002338886260986328,5.0,0.4,0.6,0.4,0.6,0.6,0.6,4.0,7.0
5,5,Random,3595,0.0002186298370361328,5.0,0.6,0.4,0.6,0.4,0.4,0.4,6.0,4.0
5,5,Random,4187,0.0002148151397705078,5.0,1.0,0.0,1.0,0.0,0.0,,8.0,18.0
5,5,Random,4135,0.0002148151397705078,5.0,1.0,0.0,1.0,0.0,0.0,,8.0,14.0
5,5,Random,5174,0.00021600723266601562,5.0,0.8,0.2,0.8,0.2,0.2,0.2,6.0,19.0
5,5,Random,5303,0.00020551681518554688,5.0,1.0,0.0,1.0,0.0,0.0,,8.0,16.0
5,5,Random,3942,0.00023508071899414062,5.0,0.8,0.2,0.8,0.2,0.2,0.2,8.0,8.0
5,5,Random,2778,0.00022125244140625,5.0,0.8,0.2,0.8,0.2,0.2,0.2,5.0,14.0
5,5,Random,2804,0.00022363662719726562,5.0,1.0,0.0,1.0,0.0,0.0,,9.0,16.0
5,5,Random,2145,0.0002300739288330078,5.0,0.4,0.6,0.4,0.6,0.6,0.6,4.0,3.0
5,5,Random,150,0.00023436546325683594,5.0,0.8,0.2,0.8,0.2,0.2,0.2,6.0,12.0
5,5,Random,8823,0.00022554397583007812,5.0,0.6,0.4,0.6,0.4,0.4,0.4,6.0,8.0
5,5,Random,4669,0.000217437744140625,5.0,0.8,0.2,0.8,0.2,0.2,0.2,7.0,15.0
5,5,Random,6131,0.00022459030151367188,5.0,0.8,0.2,0.8,0.2,0.2,0.2,8.0,13.0
5,5,Random,2617,0.00022673606872558594,5.0,0.6,0.4,0.6,0.4,0.4,0.4,5.0,12.0
5,5,Random,7166,0.00022077560424804688,5.0,0.4,0.6,0.4,0.6,0.6,0.6,3.0,8.0
5,5,Random,1428,0.0002460479736328125,5.0,1.0,0.0,1.0,0.0,0.0,,7.0,18.0
5,5,Random,8328,0.00023627281188964844,5.0,1.0,0.0,1.0,0.0,0.0,,7.0,15.0
5,5,Random,8289,0.0002269744873046875,5.0,1.0,0.0,1.0,0.0,0.0,,8.0,13.0
5,5,Random,5978,0.00018644332885742188,5.0,0.8,0.2,0.8,0.2,0.2,0.2,6.0,12.0
5,5,Random,5511,0.0002269744873046875,5.0,0.8,0.2,0.8,0.2,0.2,0.2,6.0,8.0
5,5,Random,5864,0.0002231597900390625,5.0,0.8,0.2,0.8,0.2,0.2,0.2,7.0,8.0
5,5,Random,606,0.00020623207092285156,5.0,0.6,0.4,0.6,0.4,0.4,0.4,5.0,5.0
5,5,Random,1933,0.0002205371856689453,5.0,0.6,0.4,0.6,0.4,0.4,0.4,5.0,13.0
5,5,Random,6071,0.00022411346435546875,5.0,0.8,0.2,0.8,0.2,0.2,0.2,6.0,12.0
5,5,Random,5504,0.00021982192993164062,5.0,1.0,0.0,1.0,0.0,0.0,,9.0,11.0
5,5,Random,5163,0.00018978118896484375,5.0,0.6,0.4,0.6,0.4,0.4,0.4,5.0,16.0
5,5,Random,2406,0.00023555755615234375,5.0,0.4,0.6,0.4,0.6,0.6,0.6,4.0,7.0
5,5,Random,304,0.00023889541625976562,5.0,0.6,0.4,0.6,0.4,0.4,0.4,6.0,7.0
5,5,Random,3391,0.00021195411682128906,5.0,1.0,0.0,1.0,0.0,0.0,,6.0,18.0
5,5,Random,359,0.00022792816162109375,5.0,0.8,0.2,0.8,0.2,0.2,0.2,6.0,12.0
5,5,Random,9096,0.00020694732666015625,5.0,0.8,0.2,0.8,0.2,0.2,0.2,7.0,8.0
5,5,Random,3533,0.0002167224884033203,5.0,0.6,0.4,0.6,0.4,0.4,0.4,5.0,9.0
5,5,Random,4125,0.0002262592315673828,5.0,0.6,0.4,0.6,0.4,0.4,0.4,6.0,11.0
5,5,Random,3094,0.00021910667419433594,5.0,0.8,0.2,0.8,0.2,0.2,0.2,6.0,11.0
5,5,Random,6398,0.00022125244140625,5.0,1.0,0.0,1.0,0.0,0.0,,8.0,14.0
5,5,MPC,7816,0.0072476863861083984,2.0,0.0,0.4,0.0,1.0,0.4,0.5714,3.0,5.0
5,5,MPC,3578,0.007898330688476562,0.0,0.0,0.0,0.0,,0.0,,5.0,10.0
5,5,MPC,2656,0.005831480026245117,2.0,0.0,0.4,0.0,1.0,0.4,0.5714,3.0,10.0
5,5,MPC,2688,0.00798344612121582,0.0,0.0,0.0,0.0,,0.0,,5.0,14.0
5,5,MPC,2494,0.002887248992919922,0.0,0.0,0.0,0.0,,0.0,,5.0,12.0
5,5,MPC,183,0.009737730026245117,0.0,0.0,0.0,0.0,,0.0,,5.0,16.0
5,5,MPC,7977,0.004992246627807617,0.0,0.0,0.0,0.0,,0.0,,5.0,14.0
5,5,MPC,3199,0.008352518081665039,4.0,0.0,0.8,0.0,1.0,0.8,0.8889,1.0,3.0
5,5,MPC,316,0.005826711654663086,0.0,0.0,0.0,0.0,,0.0,,5.0,11.0
5,5,MPC,8266,0.005948781967163086,0.0,0.0,0.0,0.0,,0.0,,5.0,10.0
5,5,MPC,1532,0.008046865463256836,4.0,0.0,0.8,0.0,1.0,0.8,0.8889,1.0,2.0
5,5,MPC,1009,0.003494739532470703,0.0,0.0,0.0,0.0,,0.0,,5.0,15.0
5,5,MPC,2250,0.006781101226806641,0.0,0.0,0.0,0.0,,0.0,,5.0,8.0
5,5,MPC,4447,0.003592252731323242,2.0,0.5,0.2,0.2,0.5,0.2,0.2857,4.0,12.0
5,5,MPC,2415,0.005567789077758789,2.0,0.0,0.4,0.0,1.0,0.4,0.5714,3.0,11.0
5,5,MPC,3595,0.008440732955932617,0.0,0.0,0.0,0.0,,0.0,,5.0,11.0
5,5,MPC,4187,0.005433082580566406,0.0,0.0,0.0,0.0,,0.0,,5.0,14.0
5,5,MPC,4135,0.004816770553588867,0.0,0.0,0.0,0.0,,0.0,,5.0,13.0
5,5,MPC,5174,0.005848407745361328,2.0,0.0,0.4,0.0,1.0,0.4,0.5714,3.0,7.0
5,5,MPC,5303,0.006786346435546875,0.0,0.0,0.0,0.0,,0.0,,5.0,9.0
5,5,MPC,3942,0.009297370910644531,0.0,0.0,0.0,0.0,,0.0,,5.0,11.0
5,5,MPC,2778,0.008729219436645508,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
5,5,MPC,2804,0.008170843124389648,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
5,5,MPC,2145,0.006810665130615234,0.0,0.0,0.0,0.0,,0.0,,5.0,11.0
5,5,MPC,150,0.005953311920166016,0.0,0.0,0.0,0.0,,0.0,,5.0,10.0
5,5,MPC,8823,0.0056040287017822266,0.0,0.0,0.0,0.0,,0.0,,5.0,11.0
