dataset,model,elapsed,nnz,fdr,tpr,fpr,precision,recall,F1,shd,sid,run_idx,seed
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.02782917022705078,11,0.6364,0.2857,0.0769,0.3636,0.2857,0.32,10.0,,0,7816
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.029511690139770508,10,0.6,0.2857,0.0659,0.4,0.2857,0.3333,10.0,,1,3578
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.02499699592590332,5,0.6,0.1429,0.033,0.4,0.1429,0.2105,12.0,,2,2656
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.0189971923828125,0,0.0,0.0,0.0,,0.0,,14.0,,3,2688
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.022152423858642578,7,0.2857,0.3571,0.022,0.7143,0.3571,0.4762,9.0,,4,2494
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.021439552307128906,9,0.4444,0.3571,0.044,0.5556,0.3571,0.4348,9.0,,5,183
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.023470401763916016,9,0.5556,0.2857,0.0549,0.4444,0.2857,0.3478,10.0,,6,7977
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.02351832389831543,8,0.625,0.2143,0.0549,0.375,0.2143,0.2727,11.0,,7,3199
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.015689849853515625,7,0.4286,0.2857,0.033,0.5714,0.2857,0.381,10.0,,8,316
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.024124622344970703,8,0.5,0.2857,0.044,0.5,0.2857,0.3636,10.0,,9,8266
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.03428912162780762,14,0.5,0.5,0.0769,0.5,0.5,0.5,9.0,,10,1532
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.02953028678894043,9,0.2222,0.5,0.022,0.7778,0.5,0.6087,7.0,,11,1009
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.019048452377319336,2,0.0,0.1429,0.0,1.0,0.1429,0.25,12.0,,12,2250
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.023005247116088867,6,0.6667,0.1429,0.044,0.3333,0.1429,0.2,13.0,,13,4447
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.06060338020324707,14,0.5714,0.4286,0.0879,0.4286,0.4286,0.4286,9.0,,14,2415
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.019006729125976562,10,0.5,0.3571,0.0549,0.5,0.3571,0.4167,9.0,,15,3595
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.031996726989746094,12,0.5833,0.3571,0.0769,0.4167,0.3571,0.3846,9.0,,16,4187
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.018681764602661133,5,0.0,0.3571,0.0,1.0,0.3571,0.5263,9.0,,17,4135
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.026391029357910156,10,0.6,0.2857,0.0659,0.4,0.2857,0.3333,10.0,,18,5174
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.015999794006347656,8,0.375,0.3571,0.033,0.625,0.3571,0.4545,10.0,,19,5303
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.019512414932250977,3,0.0,0.2143,0.0,1.0,0.2143,0.3529,11.0,,20,3942
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.01600480079650879,0,0.0,0.0,0.0,,0.0,,14.0,,21,2778
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.03473043441772461,12,0.5833,0.3571,0.0769,0.4167,0.3571,0.3846,9.0,,22,2804
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.02616119384765625,9,0.4444,0.3571,0.044,0.5556,0.3571,0.4348,10.0,,23,2145
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.05393481254577637,12,0.4167,0.5,0.0549,0.5833,0.5,0.5385,9.0,,24,150
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.02900552749633789,5,0.2,0.2857,0.011,0.8,0.2857,0.4211,10.0,,25,8823
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.01812458038330078,1,0.0,0.0714,0.0,1.0,0.0714,0.1333,13.0,,26,4669
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.035721778869628906,9,0.4444,0.3571,0.044,0.5556,0.3571,0.4348,9.0,,27,6131
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.020012855529785156,7,0.4286,0.2857,0.033,0.5714,0.2857,0.381,10.0,,28,2617
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.028998374938964844,12,0.5,0.4286,0.0659,0.5,0.4286,0.4615,10.0,,29,7166
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.025002241134643555,13,0.6154,0.3571,0.0879,0.3846,0.3571,0.3704,10.0,,30,1428
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.015508890151977539,3,0.3333,0.1429,0.011,0.6667,0.1429,0.2353,12.0,,31,8328
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.02399897575378418,10,0.5,0.3571,0.0549,0.5,0.3571,0.4167,9.0,,32,8289
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.02692413330078125,8,0.5,0.2857,0.044,0.5,0.2857,0.3636,10.0,,33,5978
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.033512115478515625,11,0.3636,0.5,0.044,0.6364,0.5,0.56,7.0,,34,5511
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.02400493621826172,10,0.5,0.3571,0.0549,0.5,0.3571,0.4167,10.0,,35,5864
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.017006397247314453,0,0.0,0.0,0.0,,0.0,,14.0,,36,606
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.016512155532836914,2,0.5,0.0714,0.011,0.5,0.0714,0.125,13.0,,37,1933
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.020129919052124023,7,0.5714,0.2143,0.044,0.4286,0.2143,0.2857,11.0,,38,6071
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.016376256942749023,4,0.25,0.2143,0.011,0.75,0.2143,0.3333,11.0,,39,5504
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.015024662017822266,2,0.0,0.1429,0.0,1.0,0.1429,0.25,12.0,,40,5163
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.03399848937988281,12,0.6667,0.2857,0.0879,0.3333,0.2857,0.3077,10.0,,41,2406
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.016000032424926758,5,0.2,0.2857,0.011,0.8,0.2857,0.4211,10.0,,42,304
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.02100062370300293,5,0.4,0.2143,0.022,0.6,0.2143,0.3158,11.0,,43,3391
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.019002199172973633,4,0.5,0.1429,0.022,0.5,0.1429,0.2222,12.0,,44,359
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.03377056121826172,14,0.7143,0.2857,0.1099,0.2857,0.2857,0.2857,12.0,,45,9096
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.03614091873168945,10,0.2,0.5714,0.022,0.8,0.5714,0.6667,6.0,,46,3533
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.020161151885986328,7,0.5714,0.2143,0.044,0.4286,0.2143,0.2857,11.0,,47,4125
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.018512487411499023,5,0.6,0.1429,0.033,0.4,0.1429,0.2105,12.0,,48,3094
dag_15_nodes_22_edges_degrees_SF,MPC-LLM,0.025995254516601562,10,0.4,0.4286,0.044,0.6,0.4286,0.5,8.0,,49,6398
